Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators,,,,,
ref455,cid4641586,Documents,Billheads,"Felheim, Lyman and Schlosser, David. Erie, PA",,"Felheim, Lyman","Schlosser, David",,"Erie, PA",1882 August 9,Drawer,Mixed materials,Billheads Post-1880,Folder,PA 750,doc_bhl_pa_750_1r.tif; doc_bhl_pa_750_1v.tif,,,,Billheads,"Felheim, Lyman"
ref456,cid4641585,Documents,Billheads,"Fels, Joseph. Philadelphia, PA, Billhead from Joseph Fels' soap manufacturing firm, known for his Naphtha soap","Billhead from Joseph Fels' soap manufacturing firm, known for his Naphtha soap","Fels, Joseph",,,"Philadelphia, PA",1893 March 21,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 768,doc_bhl_phil_768_1r.tif; doc_bhl_phil_768_1v.tif,,,,Billheads,"Fels, Joseph"
ref457,cid4641584,Documents,Billheads,"Fidler and Fessenden. Providence, RI",,Fidler,Fessenden,,"Providence, RI",1877 April 25,Drawer,Mixed materials,Billheads Pre-1880,Folder,RI 2080,doc_bhe_ri_2080_1r.tif; doc_bhe_ri_2080_1v.tif,,,,Billheads,Fidler
ref458,cid4641583,Documents,Billheads,"Fiegel, M. & Bro. New York, NY, Bill for M. Fiegel and Bro., sold to and endorsed by the New York City fire department","Bill for M. Fiegel and Bro., sold to and endorsed by the New York City fire department",,,"Fiegel, M. & Bro.","New York, NY",1878 June 7,Drawer,Mixed materials,Billheads Pre-1880,Folder,NYC 1017,doc_bhe_nyc_1017_1r.tif; doc_bhe_nyc_1017_1v.tif,,,,Billheads,
ref459,cid4641582,Documents,Billheads,"Fishel, Adler and Schwartz. New York, NY",,,,"Fishel, Adler and Schwartz","New York, NY",1894 August 31,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 485,doc_bhl_nyc_485_1r.tif; doc_bhl_nyc_485_1v.tif,,,,Billheads,
ref460,cid4641581,Documents,Billheads,"Fisher, Nathaniel and Fisher, Irving. New York, NY, Letter on billhead",Letter on billhead,"Fisher, Nathaniel","Fisher, Irving",,"New York, NY",1893 June 7,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 478,doc_bhl_nyc_478_1r.tif; doc_bhl_nyc_478_1v.tif,,,,Billheads,"Fisher, Nathaniel"
ref461,cid4641580,Documents,Billheads,"Fisher, Nathaniel and Fisher, Irving. New York, NY, Letter on billhead",Letter on billhead,"Fisher, Nathaniel","Fisher, Irving",,"New York, NY",1891 October 8,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 477,doc_bhl_nyc_477_1r.tif; doc_bhl_nyc_477_1v.tif,,,,Billheads,"Fisher, Nathaniel"
ref462,cid4641579,Documents,Billheads,"Fleisch & Co. New York, NY, Bill for Fleish and Co",Bill for Fleish and Co,,,Fleisch & Co.,"New York, NY",1893 April 17,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 479,doc_bhl_nyc_479_1r.tif; doc_bhl_nyc_479_1v.tif,,,,Billheads,
ref463,cid4641578,Documents,Billheads,"Fleischmann & Co. Boston, MA",,,,Fleischmann & Co.,"Boston, MA",1893 August 31,Drawer,Mixed materials,Billheads Post-1880,Folder,MA 270,doc_bhl_ma_270_1r.tif; doc_bhl_ma_270_1v.tif,,,,Billheads,
ref464,cid4641577,Documents,Billheads,"Fleischmann & Co. Boston, MA, Bill for S.W. Atwood",Bill for S.W. Atwood,,,Fleischmann & Co.,"Boston, MA",1899 January 1,Drawer,Mixed materials,Billhead Post-1880,Folder,MA 278,doc_bhl_ma_278_1r.tif; doc_bhl_ma_278_1v.tif,,,,Billheads,
ref465,cid4641576,Documents,Billheads,"Fleischmann, F. A. Philadelphia, PA",,"Fleischmann, F. A.",,,"Philadelphia, PA",1875 January 5,Drawer,Mixed materials,Billheads Pre-1880,Folder,PH 2033,doc_bhe_ph_2033_1r.tif; doc_bhe_ph_2033_1v.tif,,,,Billheads,"Fleischmann, F. A."
ref466,cid4641575,Documents,Billheads,"Fleishman, Morris and Co. Richmond, VA, Bill for Fleishman, Morris, and Co., originators and sole owners of Old Virginia Shoes","Bill for Fleishman, Morris, and Co., originators and sole owners of Old Virginia Shoes",,,"Fleishman, Morris and Co.","Richmond, VA",1899 September 23,Drawer,Mixed materials,Billheads Post-1880,Folder,VA 891,doc_bhl_va_891_1r.tif; doc_bhl_va_891_1v.tif,,,,Billheads,
ref467,cid4641574,Documents,Billheads,"Frank Brothers and Co. Philadelphia, PA, Bill for Frank Brothers",Bill for Frank Brothers,,,Frank Brothers and Co.,"Philadelphia, PA",1889 November 25,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 763,doc_bhl_phil_763_1r.tif; doc_bhl_phil_763_1v.tif,,,,Billheads,
ref468,cid4641573,Documents,Billheads,"Frank Brothers and Co. Philadelphia, PA, Bill for Frank Brothers",Bill for Frank Brothers,,,Frank Brothers and Co.,"Philadelphia, PA",1890 September 30,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 770,doc_bhl_phil_770_1r.tif; doc_bhl_phil_770_1v.tif,,,,Billheads,
ref469,cid4641572,Documents,Billheads,"Frank, Daniel. Boston, MA, Bill for Daniel Frank, importer of havana cigars, and successor to N. Samuel","Bill for Daniel Frank, importer of havana cigars, and successor to N. Samuel","Frank, Daniel",,,"Boston, MA",1889 July 2,Drawer,Mixed materials,Billheads Post-1880,Folder,MA 273,doc_bhl_ma_273_1r.tif; doc_bhl_ma_273_1v.tif,,,,Billheads,"Frank, Daniel"
ref470,cid4641571,Documents,Billheads,"Frank, Daniel. Boston, MA, Bill for Daniel Frank, importer of havana cigars, and successor to N. Samuel","Bill for Daniel Frank, importer of havana cigars, and successor to N. Samuel","Frank, Daniel",,,"Boston, MA",1887 December 28,Drawer,Mixed materials,Billheads Post-1880,Folder,MA 272,doc_bhl_ma_272_1r.tif; doc_bhl_ma_272_1v.tif,,,,Billheads,"Frank, Daniel"
ref471,cid4641570,Documents,Billheads,"Frank, Jacob. New York, NY, Bill for Jacob Frank, importer and distiller","Bill for Jacob Frank, importer and distiller","Frank, Jacob",,,"New York, NY",1896 July 22,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 492,doc_bhl_nyc_492_1r.tif; doc_bhl_nyc_492_1v.tif,,,,Billheads,"Frank, Jacob"
ref472,cid4641569,Documents,Billheads,"Frank, Wolf and Co. Philadelphia, PA, Bill for Frank, Wolf and Co","Bill for Frank, Wolf and Co",,,"Frank, Wolf and Co.","Philadelphia, PA",1888 October 8,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 769,doc_bhl_phil_769_1r.tif; doc_bhl_phil_769_1v.tif,,,,Billheads,
ref473,cid4641568,Documents,Billheads,"Frankel, J. Crowley LA, Bill from J. Frankel, general merchandise made out to Crowley Drilling Company","Bill from J. Frankel, general merchandise made out to Crowley Drilling Company","Frankel, J.",,,Crowley LA,1903 June 30,Drawer,Mixed materials,Billheads Post-1880,Folder,LA 249,doc_bhl_la_249_1r.tif; doc_bhl_la_249_1v.tif,,,,Billheads,"Frankel, J."
ref474,cid4641567,Documents,Billheads,"Frankenthal & Bro. San Francisco, CA, Bill from Frankenthal and Co",Bill from Frankenthal and Co,,,Frankenthal & Bro.,"San Francisco, CA",1876 November 23,Drawer,Mixed materials,Billheads Pre-1880,Folder,SF 813,doc_bhe_sf_813_1r.tif; doc_bhe_sf_813_1v.tif,,,,Billheads,
ref475,cid4641566,Documents,Billheads,"Frankenthal & Bro. St. Louis, MO, Billhead from Frankenthal and Bro",Billhead from Frankenthal and Bro,,,Frankenthal & Bro.,"St. Louis, MO",1898 November 23,Drawer,Mixed materials,Billheads Post-1880,Folder,MO 323,doc_bhl_mo_323_1r.tif; doc_bhl_mo_323_1v.tif,,,,Billheads,
ref476,cid4641565,Documents,Billheads,"Franks, Samuel F. Philadelphia, PA, Bill for Sterling and Franks",Bill for Sterling and Franks,"Franks, Samuel F.",,,"Philadelphia, PA",1864 May 25,Drawer,Mixed materials,Billheads Pre-1880,Folder,PH 2028,doc_bhe_ph_2028_1r.tif; doc_bhe_ph_2028_1v.tif,,,,Billheads,"Franks, Samuel F."
ref477,cid4641564,Documents,Billheads,"Frederick Loeser and Company. Brooklyn, NY, Billhead for Frederick Loeser and Company, importers and retailers","Billhead for Frederick Loeser and Company, importers and retailers",,,Frederick Loeser and Company,"Brooklyn, NY",1878 September 16,Drawer,Mixed materials,Leeser,Folder,Missouri,,,,,Billheads,
ref478,cid4641563,Documents,Billheads,"Freeman, T. A. Philadelphia, PA, Bill for T. A. Freeman, sole manufacturer of brighton silk garters","Bill for T. A. Freeman, sole manufacturer of brighton silk garters","Freeman, T. A.",,,"Philadelphia, PA",1896 April 23,Folder,Mixed materials,Binder K,Page,31a,lbr_fk_s31a_1r.tif; lbr_fk_s31a_1v.tif,,,,Billheads,"Freeman, T. A."
ref479,cid4641562,Documents,Billheads,"Freiberg, Klein and Co. Galveston, TX, Bill for Freiberg, Klein and Co., liquor and cigars","Bill for Freiberg, Klein and Co., liquor and cigars",,,"Freiberg, Klein and Co.","Galveston, TX",1890 September 9,Drawer,Mixed materials,Billheads Pre-1880,Folder,TX 3001,doc_bhe_tx_3001_1r.tif; doc_bhe_tx_3001_1v.tif,,,,Billheads,
ref480,cid4641561,Documents,Billheads,"Friedenthal, J. New York, NY, Bill for J. Friedenthal, made to order horse collars, tack and harness","Bill for J. Friedenthal, made to order horse collars, tack and harness","Friedenthal, J.",,,"New York, NY",1895 February 28,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 473,doc_bhl_nyc_473_1r.tif; doc_bhl_nyc_473_1v.tif,,,,Billheads,"Friedenthal, J."
ref481,cid4641560,Documents,Billheads,"Friedenthal, J. New York, NY, Bill for J. Friedenthal, made to order horse collars, tack and harness, made out to the New York City Health Department","Bill for J. Friedenthal, made to order horse collars, tack and harness, made out to the New York City Health Department","Friedenthal, J.",,,"New York, NY",1874 March 31,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 468,doc_bhl_nyc_468_1r.tif; doc_bhl_nyc_468_1v.tif,,,,Billheads,"Friedenthal, J."
ref482,cid4641559,Documents,Billheads,"Friedlander, M. and Michels. San Francisco, CA",,"Friedlander, M.",Michels,,"San Francisco, CA",1877 April 20,Drawer,Mixed materials,Billheads Pre-1880,Folder,SF 819,doc_bhe_sf_819_1r.tif; doc_bhe_sf_819_1v.tif,,,,Billheads,"Friedlander, M."
ref483,cid4641558,Documents,Billheads,"Friedlander and Liebenthal, A. San Francisco, CA, Bill for S. J. Friedlander and Co",Bill for S. J. Friedlander and Co,Friedlander,"Liebenthal, A.",,"San Francisco, CA",1896 June 23,Drawer,Mixed materials,Billheads Post-1880,Folder,SF 111,doc_bhl_sf_111_1r.tif; doc_bhl_sf_111_1v.tif,,,,Billheads,Friedlander
ref484,cid4641557,Documents,Billheads,"Friedman Bros. & Schafer. St. Louis, MO, Bill for Cantrell Magnes and Co",Bill for Cantrell Magnes and Co,,,Friedman Bros. & Schafer,"St. Louis, MO",1893 October 18,Drawer,Mixed materials,Billhead Post-1880,Folder,MO 328,doc_bhl_mo_328_1r.tif; doc_bhl_mo_328_1v.tif,,,,Billheads,
ref485,cid4641556,Documents,Billheads,"Friedman, Leonard. New York, NY, Bill for Leonard Friedman and Co., importers of Sumatra and Spanish leaf tobacco","Bill for Leonard Friedman and Co., importers of Sumatra and Spanish leaf tobacco","Friedman, Leonard",,,"New York, NY",1893 December 2,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 556,doc_bhl_nyc_556_1r.tif; doc_bhl_nyc_556_1v.tif,,,,Billheads,"Friedman, Leonard"
ref486,cid4641555,Documents,Billheads,"Friedman and Schafer. St. Louis, MO",,Friedman,Schafer,,"St. Louis, MO",1895 February 29,Drawer,Mixed materials,Billheads Post-1880,Folder,MO 334,doc_bhl_mo_334_1r.tif; doc_bhl_mo_334_1v.tif,,,,Billheads,Friedman
ref487,cid4641554,Documents,Billheads,"Friedman and Schneider. New York, NY",,Friedman,Schneider,,"New York, NY",1900 April 7,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 480,doc_bhl_nyc_480_1r.tif; doc_bhl_nyc_480_1v.tif,,,,Billheads,Friedman
ref488,cid4641553,Documents,Billheads,"Fromme, R. Cuero, TX, Billhead from R. Fromme",Billhead from R. Fromme,"Fromme, R.",,,"Cuero, TX",1875 June 14,Drawer,Mixed materials,Billheads Post-1880,Folder,TX 876,doc_bhl_tx_876_1r.tif; doc_bhl_tx_876_1v.tif,,,,Billheads,"Fromme, R."
ref489,cid4641552,Documents,Billheads,"Fuchs, Paul. New York, NY",,"Fuchs, Paul",,,"New York, NY",1879 May 28,Drawer,Mixed materials,Billheads Pre-1880,Folder,NYC 1064,doc_bhe_nyc_1064_1r.tif; doc_bhe_nyc_1064_1v.tif,,,,Billheads,"Fuchs, Paul"
ref490,cid4641551,Documents,Billheads,"Fuchs and Kirschner. New York, NY",,Fuchs,Kirschner,,"New York, NY",1899 November 20,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 482,doc_bhl_nyc_482_1r.tif; doc_bhl_nyc_482_1v.tif,,,,Billheads,Fuchs
ref491,cid4641550,Documents,Billheads,"Fuld, D. and Bochlowitz, H. Albany, NY, Bill for Fuld and Bochlowitz, importers and jobbers of fancy goods","Bill for Fuld and Bochlowitz, importers and jobbers of fancy goods","Fuld, D.","Bochlowitz, H.",,"Albany, NY",1883 November 15,Drawer,Mixed materials,Billheads Post-1880,Folder,NY 394,doc_bhl_ny_394_1r.tif; doc_bhl_ny_394_1v.tif,,,,Billheads,"Fuld, D."
ref492,cid4641549,Documents,Billheads,"Funkhouser, Samuel. Rome, GA",,"Funkhouser, Samuel",,,"Rome, GA",1895 March 7,Drawer,Mixed materials,Billheads Post-1880,Folder,GA 184,doc_bhl_ga_184_1r.tif; doc_bhl_ga_184_1v.tif,,,,Billheads,"Funkhouser, Samuel"
ref493,cid4641548,Documents,Billheads,"G. Winneberger & Son. Philadelphia, PA",,,,G. Winneberger & Son,"Philadelphia, PA",1900 January 9,Drawer,Mixed materials,Billheads Post-1880,Folder,PHIL 784,doc_bhl_phil_784_1r.tif; doc_bhl_phil_784_1v.tif,,,,Billheads,
ref494,cid4641547,Documents,Billheads,"Gans and Klein. Helena, MT, Bill for Gans and Klein, clothing manufacturers and dealers in hats, hydraulic duck hose, rubber goods, etc","Bill for Gans and Klein, clothing manufacturers and dealers in hats, hydraulic duck hose, rubber goods, etc",,,Gans and Klein,"Helena, MT",1889 May 10,Drawer,Mixed materials,Billheads Post-1880,Folder,MT 343,doc_bhl_mt_343_1r.tif; doc_bhl_mt_343_1v.tif,,,,Billheads,
ref495,cid4641546,Documents,Billheads,"Gans and Klein. Helena, MT, Bill for Gans and Klein, importers, manufacturers and dealers in clothes, boots, cal. Blankets, and hydraulic hoses","Bill for Gans and Klein, importers, manufacturers and dealers in clothes, boots, cal. Blankets, and hydraulic hoses",,,Gans and Klein,"Helena, MT",1879 December 19,Folder,Mixed materials,Binder O,Page,16b,lbr_fo_s16b_1r.tif; lbr_fo_s16b_1v.tif,,,,Billheads,
ref496,cid4641545,Documents,Billheads,"Gans, E. M. New Haven, CT, Bill for E.M. Gans, dealers in hats, caps, and gent's furnishing goods","Bill for E.M. Gans, dealers in hats, caps, and gent's furnishing goods","Gans, E. M.",,,"New Haven, CT",1872 May 16,Drawer,Mixed materials,Billheads Pre-1880,Folder,CT 859,doc_bhe_ct_859_1r.tif; doc_bhe_ct_859_1v.tif,,,,Billheads,"Gans, E. M."
ref497,cid4641544,Documents,Billheads,"Gans, Myer. New York, NY, Bill for Myer Gans, manufacturer of ladies and childrens cloaks","Bill for Myer Gans, manufacturer of ladies and childrens cloaks","Gans, Myer",,,"New York, NY",1894 May 7,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 472,doc_bhl_nyc_472_1r.tif; doc_bhl_nyc_472_1v.tif,,,,Billheads,"Gans, Myer"
ref498,cid4641543,Documents,Billheads,"Geldowsky, F. Boston, MA",,"Geldowsky, F.",,,"Boston, MA",1876 April 3,Folder,Mixed materials,Binder K,Page,38a,lbr_fk_s38a_1r.tif; lbr_fk_s38a_1v.tif,,,,Billheads,"Geldowsky, F."
ref499,cid4641542,Documents,Billheads,"Geo. L Burdett. Keene, NH, Bill for J.P. Marsh",Bill for J.P. Marsh,,,Geo. L Burdett,"Keene, NH",1882 December 15,Drawer,Mixed materials,Billhead Post-1880,Folder,NYC 440,doc_bhl_nyc_440_1r.tif; doc_bhl_nyc_440_1v.tif,,,,Billheads,
ref500,cid4641541,Documents,Billheads,"George Rosenberg and Son. San Francisco, CA, Billhead for George Rosenberg and Son, manufacturer of hats, caps, and military goods","Billhead for George Rosenberg and Son, manufacturer of hats, caps, and military goods",,,George Rosenberg and Son,"San Francisco, CA",1897 January 5,Drawer,Mixed materials,Billheads Post-1880,Folder,SF 58,doc_bhl_sf_58_1r.tif; doc_bhl_sf_58_1v.tif,,,,Billheads,
ref501,cid4641540,Documents,Billheads,"George S. Vibbert & Co. Clintonville, CT, Bill for George W. Whitbeck",Bill for George W. Whitbeck,,,George S. Vibbert & Co.,"Clintonville, CT",1884 December 3,Drawer,Mixed materials,Billhead Post-1880,Folder,NYC 650,doc_bhl_nyc_650_1r.tif; doc_bhl_nyc_650_1v.tif,,,,Billheads,
ref502,cid4641539,Documents,Billheads,"Gimbel Bros. Milkwaukee, WI, Price list for dinner ware",Price list for dinner ware,,,Gimbel Bros.,"Milwaukee, WI",undated,Drawer,Mixed materials,Billhead Post-1880,Folder,WI 900,doc_bhl_wi_900_1r.tif; doc_bhl_wi_900_1v.tif,,,,Billheads,
ref503,cid4641538,Documents,Billheads,"Glaser Brothers. St. Louis, MO, Billhead from the Glaser Brothers",Billhead from the Glaser Brothers,,,Glaser Brothers,"St. Louis, MO",1893 August 17,Drawer,Mixed materials,Billheads Post-1880,Folder,MO 331,doc_bhl_mo_331_1r.tif; doc_bhl_mo_331_1v.tif,,,,Billheads,
ref504,cid4641537,Documents,Billheads,"Glazier, Geo. M. Boston, MA, Billhead from Geo. M. Glazier, agent for Narragansett Collar Company","Billhead from Geo. M. Glazier, agent for Narragansett Collar Company","Glazier, Geo. M.",,,"Boston, MA",1872 May 28,Drawer,Mixed materials,Billheads Pre-1880,Folder,MA 925,doc_bhe_ma_925_1r.tif; doc_bhe_ma_925_1v.tif,,,,Billheads,"Glazier, Geo. M."
ref505,cid4641536,Documents,Billheads,"Glazier, Geo. M. Boston, MA, Billhead from Geo. M. Glazier, agent for Narragansett Collar Company","Billhead from Geo. M. Glazier, agent for Narragansett Collar Company","Glazier, Geo. M.",,,"Boston, MA",1872 April 26,Drawer,Mixed materials,Billheads Pre-1880,Folder,MA 926,doc_bhe_ma_926_1r.tif; doc_bhe_ma_926_1v.tif,,,,Billheads,"Glazier, Geo. M."
ref506,cid4641535,Documents,Billheads,"Glazier, Geo. M. Boston, MA, Billhead from Geo. M. Glazier, agent for Narragansett Collar Company","Billhead from Geo. M. Glazier, agent for Narragansett Collar Company","Glazier, Geo. M.",,,"Boston, MA",1874 April 1,Drawer,Mixed materials,Billheads Pre-1880,Folder,MA 924,doc_bhe_ma_924_1r.tif; doc_bhe_ma_924_1v.tif,,,,Billheads,"Glazier, Geo. M."
ref507,cid4641534,Documents,Billheads,"Godchaux Bros. San Francisco, CA, Bill for Godchaux Bros., French English and German dry goods","Bill for Godchaux Bros., French English and German dry goods",,,Godchaux Bros,"San Francisco, CA",1877 July 11,Drawer,Mixed materials,Billheads Pre-1880,Folder,SF 773,doc_bhe_sf_773_1r.tif; doc_bhe_sf_773_1v.tif,,,,Billheads,
ref508,cid4641533,Documents,Billheads,"Goetter, Weil and Co. Montgomery, AL, Bill for Goetter, Weil and Co., designers and leaders of fashion","Bill for Goetter, Weil and Co., designers and leaders of fashion",,,"Goetter, Weil and Co.","Montgomery, AL",1888 January 27,Drawer,Mixed materials,Billheads Post-1880,Folder,AL 7,doc_bhl_al_7_1r.tif; doc_bhl_al_7_1v.tif,,,,Billheads,
ref509,cid4641532,Documents,Billheads,"Goldberg Bros. Cincinnati, OH, Bill for Goldberg Bros., sucessors to Amerg and Goldberg","Bill for Goldberg Bros., sucessors to Amerg and Goldberg",,,Goldberg Bros.,"Cincinnati, OH",1896 September 4,Drawer,Mixed materials,Billheads Post-1880,Folder,OH 731,doc_bhl_oh_731_1r.tif; doc_bhl_oh_731_1v.tif,,,,Billheads,
ref510,cid4641531,Documents,Billheads,"Goldberg, Bowen and Co. San Francisco, CA, Bill for Goldberg, Bowen and Co","Bill for Goldberg, Bowen and Co",,,"Goldberg, Bowen and Co.","San Francisco, CA",1900 May 21,Drawer,Mixed materials,Billheads Post-1880,Folder,SF 60,doc_bhl_sf_60_1r.tif; doc_bhl_sf_60_1v.tif,,,,Billheads,
ref511,cid4641530,Documents,Billheads,"Goldberg, Bowen and Co. San Francisco, CA, Bill for Goldberg, Bowen and Co., sucessors to Goldberg, Bowen and Lebenbaum","Bill for Goldberg, Bowen and Co., sucessors to Goldberg, Bowen and Lebenbaum",,,"Goldberg, Bowen and Co.","San Francisco, CA",1897 April 9,Drawer,Mixed materials,Billheads Post-1880,Folder,SF 57,doc_bhl_sf_57_1r.tif; doc_bhl_sf_57_1v.tif,,,,Billheads,
ref512,cid4641529,Documents,Billheads,"Goldberg, Bowen and Co. San Francisco, CA, Bill for Goldberg, Bowen and Co., sucessors to Goldberg, Bowen and Lebenbaum","Bill for Goldberg, Bowen and Co., sucessors to Goldberg, Bowen and Lebenbaum",,,"Goldberg, Bowen and Co.","San Francisco, CA",1896 December 7,Drawer,Mixed materials,Billheads Post-1880,Folder,SF 59,doc_bhl_sf_59_1r.tif; doc_bhl_sf_59_1v.tif,,,,Billheads,
ref513,cid4641528,Documents,Billheads,"Goldberg, C. H. and Goldberg, E. S. New York, NY, Bill for C.H and E.S Goldberg, wooden ware","Bill for C.H and E.S Goldberg, wooden ware","Goldberg, C. H.","Goldberg, E. S.",,"New York, NY",1899 August 3,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 475,doc_bhl_nyc_475_1r.tif; doc_bhl_nyc_475_1v.tif,,,,Billheads,"Goldberg, C. H."
ref514,cid4641527,Documents,Billheads,"Goldberg, C. H. and Goldberg, E. S. New York, NY, Bill for C.H and E.S Goldberg, wooden ware","Bill for C.H and E.S Goldberg, wooden ware","Goldberg, C. H.","Goldberg, E. S.",,"New York, NY",1894 January 24,Drawer,Mixed materials,Billheads Post-1880,Folder,NYC 467,doc_bhl_nyc_467_1r.tif; doc_bhl_nyc_467_1v.tif,,,,Billheads,"Goldberg, C. H."
